phone,usage_this_month,usage_last_month
012-2426-4035,12728.15,8690.15
012-2426-4036,4231.41,4810.8
012-2426-4037,9868.02,10632.73
012-2426-4038,10707.22,5147
012-2426-4039,7812.37,8961.7
012-2426-4041,9832.67,8989.47
012-2426-4042,8030.76,7348.6
012-2426-4043,37834.49,32728.3
012-2426-4044,6880.45,8240.78
012-2426-4045,11817.8,11336.81
012-2426-4046,5663.14,7735.7
012-2426-4047,5432.61,5987.76
012-2426-4048,8842.88,12382.97
012-2426-4049,7201.97,6893.5
012-2426-4050,13915.13,10403.12
012-2426-4051,0,1880.73
012-2426-4052,8664.9,9580.68
012-2426-4053,8044.37,11683.18
012-2426-4054,8473.59,12352.27
012-2426-4055,2337.89,198.14
012-2426-4056,11534.72,9905.96
012-2426-4057,5741.95,12794.02
012-2426-4058,12830.88,10204.62
012-2426-4059,8407.68,9894.6
012-2426-4060,9112.46,8817.54
012-2426-4061,16536.57,12041.67
012-2426-4062,21363.91,13858.17
012-2426-4063,3900.41,754.08
012-2426-4064,10737.46,11002.73
012-2426-4065,8576.81,11208.03
012-2426-4066,4771.23,7302.51
012-2426-4067,3685.7,6268.73
012-2426-4068,1737.96,1129
012-2426-4069,8459.88,8935.04
012-2426-4070,11434.38,10867.19
012-2426-4071,11926,11636.58
012-2426-4072,10645.43,9529.22
012-2426-4073,0,0
012-2426-4074,0,1730.95
012-2426-4075,18447.63,8406.26
012-2426-4076,8744.1,12388.21
012-2426-4077,3903.44,5017.64
012-2426-4078,10845.3,14659.21
012-2426-4079,13048.95,11332.09
012-2426-4080,7399.4,10523.54
012-2426-4081,0,0
012-2426-4082,8457.44,7992.4
012-2426-4083,10891.31,7155.99
012-2426-4084,7507,7115.45
012-2426-4085,9109.11,9962.67
012-2426-4086,16146.53,14115.07
012-2426-4087,24296.12,13896.3
012-2426-4088,27723.12,18048.26
012-2426-4089,468.36,371.11
012-2426-4090,15763.15,14562.8
012-2426-4091,14846.92,16315.83
012-2426-4092,36632.97,26558.64
012-2426-4093,15525.04,27535.51
012-2426-4094,16858.73,22223.66
012-2426-4095,3637.25,8694.73
012-2426-4096,5305.27,4822.13
012-2426-4097,0,0
012-2426-4098,10177.52,7706.75
012-2426-4099,8082.53,10984.52
012-2426-4100,12054.62,8921.55
012-2426-4101,1177.95,1072.88
012-2426-4102,11174.9,1981.48
012-2426-4103,8758.17,12419.43
012-2426-4104,0,0
012-2426-4105,5659.84,6889.08
012-2426-4106,6287.73,6435.88
012-2426-4107,10076.16,11011.36
012-2426-4108,6277.1,6803.57
012-2426-4109,10078.96,10697.85
012-2426-4110,8383.97,9134.16
012-2426-4112,8264.4,8498.53
012-2426-4113,7965.93,9382.44
012-2426-4115,11074.45,14313.41
012-2426-4116,17573.56,15975.57
012-2426-4117,5195.32,10383.01
012-2426-4118,1121.59,8541.24
012-2426-4119,14050.04,14232.25
012-2426-4120,17573,35662.63
012-2426-4121,10132.59,6875.07
012-2426-4122,7236.12,9190.12
012-2426-4123,5376.12,6888.48
012-2426-4124,5241.02,6856.17
012-2426-4125,4535.08,4898.06
012-2426-4126,3455.01,3653.26
012-2426-4127,7760.09,7408.02
012-2426-4128,5618.38,5592.01
012-2426-4129,5998.21,5813.91
012-2426-4130,2693.36,0
012-2426-4131,4305.68,2542.89
012-2426-4132,6219.92,7795.55
012-2426-4133,5863.47,8615.27
012-2426-4134,1226.07,436.6
012-2426-4135,9809.76,8679.27
012-2426-4136,2782.08,3649.35
012-2426-4137,5499.5,7757
012-2426-4138,0,0
012-2426-4139,10269.23,7841.37
012-2426-4140,3950.77,6959.54
012-2426-4142,3460.42,7824.13
012-2426-4143,9116.13,5907.9
012-2426-4144,1391.35,3205.51
012-2426-4145,9902.87,8342.8
012-2426-4146,2518.5,3005.82
012-2426-4147,7691.69,10304.47
012-2426-4148,1973.07,4085.13
012-2426-4149,8977.1,8528.38
012-2426-4150,6259.51,10850.89
012-2426-4151,3164.04,5044.79
012-2426-4152,3626.24,2302.31
012-2426-4153,2545.46,5385.54
012-2426-4154,9872.8,9496.58
012-2426-4155,7530.33,9003.73
012-2426-4156,10613.58,5823.58
012-2426-4157,6715.12,4641.23
012-2426-4158,8550.5,6068.66
012-2426-4159,8054.9,9496.83
012-2426-4160,8559.95,7568.88
012-2426-4161,6255.73,6331.92
012-2426-4162,12295.73,25351.29
012-2426-4163,0,0
012-2426-4164,2420.82,1075.1
012-2426-4165,5332.93,13693.28
012-2426-4166,7631.41,9041.27
012-2426-4167,8272.36,8129.22
012-2426-4168,3777.54,4533.28
012-2426-4169,26.58,55.74
012-2426-4170,0,0
012-2426-4171,5451.95,5719.4
012-2426-4172,0,0
012-2426-4173,4810.41,5274.62
012-2426-4174,4465.4,6528.54
012-2426-4175,11460.84,8395.71
012-2426-4176,4534.48,5601.99
012-2426-4177,3988.84,3339.12
012-2426-4178,9838.48,11231.44
012-2426-4179,5639.41,7068.5
012-2426-4180,6874.8,3890.46
012-2426-4181,10431.15,8054.05
012-2426-4182,9269.95,10081.64
012-2426-4183,5534.39,2725.77
012-2426-4184,6958.66,7025.12
012-2426-4185,13238.47,12000.35
012-2426-4186,3845.83,6842.75
012-2426-4187,12515.7,10332.8
012-2426-4188,10385.25,10761.77
012-2426-4189,8257.3,13950.19
012-2426-4190,5517.58,10574.73
012-2426-4191,93.05,636.86
012-2426-4192,14283.61,16295.25
012-2426-4193,66.45,2592.22
012-2426-4194,8494.79,11871.91
012-2426-4195,8528.97,7513.21
012-2426-4196,0,0
012-2426-4197,10122.24,8069.76
012-2426-4198,5929.31,6512.6
012-2426-4199,5084.75,4469.19
012-2426-4200,8686.44,15639.3
012-2426-4201,5434.39,4186.3
012-2426-4202,6854.33,5914.6
012-2426-4203,7245.25,9551.55
012-2426-4204,6544.86,6525.32
012-2426-4205,845.16,2235.54
012-2426-4206,7371.81,6055.25
012-2426-4207,8400.11,4458.8
012-2426-4208,7810.52,6420.23
012-2426-4209,7035.34,10823.69
012-2426-4210,7903.12,2320.72
012-2426-4211,0,0
012-2426-4212,7696.44,12282.79
012-2426-4213,4163.94,3615.15
012-2426-4214,10014.21,10286.05
012-2426-4215,10133.19,4588.55
012-2426-4216,9044.32,11761.28
012-2426-4217,6707.43,6165.29
012-2426-4218,9600.57,13956.71
012-2426-4219,4111.23,8842.25
012-2426-4220,15398.83,19365.49
012-2426-4221,9187.16,7727.26
012-2426-4223,8112.33,13502.38
012-2426-4225,7657.12,10067.78
012-2426-4226,6434.61,6402.27
012-2426-4227,4164.21,3779.85
012-2426-4228,3260.72,4370.76
012-2426-4229,3419.38,1393.51
012-2426-4230,9904.94,7982.23
012-2426-4231,7117.84,6869.91
012-2426-4232,2041.36,1476.23
012-2426-4233,4131.37,3337.07
012-2426-4234,8107.74,12292.88
012-2426-4235,8398.89,12760.01
012-2426-4236,7066.5,9605.62
012-2426-4237,12052.67,11501.88
012-2426-4238,12350.94,2746.61
012-2426-4239,8410.58,5980.94
012-2426-4240,3308.01,1605.9
012-2426-4241,813.51,1806.8
012-2426-4243,8216.48,8529.72
012-2426-4244,8304.09,10184.86
012-2426-4245,8960.86,9476.98
012-2426-4246,6768.62,5732.49
012-2426-4247,8412.97,11476.19
012-2426-4248,4372.72,2695.6
012-2426-4249,5149.55,2832.34
012-2426-4250,6844.7,7946.54
012-2426-4251,3303.59,2909.43
012-2426-4252,1786.29,3217.86
012-2426-4253,3307.68,5773.41
012-2426-4254,3518.24,8074.48
012-2426-4255,5246.71,4959.97
012-2426-4256,24317.55,30085.89
012-2426-4257,6714.24,7674.52
012-2426-4258,0,0
012-2426-4259,551.25,3023.94
012-2426-4260,6026.28,4805.4
012-2426-4261,19808.89,3665.18
012-2426-4262,10420.7,13300.68
012-2426-4263,13555.42,11821.49
012-2426-4264,5012.49,4107.6
012-2426-4265,11073.52,7516.32
012-2426-4266,4985.59,9063.25
012-2426-4267,0,0
012-2426-4268,6153.3,7073.34
012-2426-4269,12700.5,12462.18
012-2426-4270,13593.45,7039.39
012-2426-4271,7890.02,7171.65
012-2426-4272,13421.52,14729.95
012-2426-4273,7922.71,6375.97
012-2426-4274,2460.56,3657.35
012-2426-4275,2721.56,6089.99
012-2426-4276,7606.57,9811.37
012-2426-4277,3589.39,3076.85
012-2426-4278,5420.9,8371.08
012-2426-4279,7176.22,9382.52
012-2426-4280,12136.88,13990.43
012-2426-4281,13139.03,7976.07
012-2426-4282,8728.86,12312.74
012-2426-4283,6485.07,6273.56
012-2426-4284,2149.07,9131.72
012-2426-4285,987.67,2986.45
012-2426-4286,2164.44,4650.14
012-2426-4287,7720.65,10103.35
012-2426-4288,6327.42,5294.2
012-2426-4289,12455.81,8374.88
012-2426-4290,5637.85,7961.71
012-2426-4291,3666.15,4525.24
012-2426-4292,7592.1,8033.83
012-2426-4293,23319.18,22909.47
012-2426-4294,4648.87,8764.09
012-2426-4295,11446.32,10915.43
012-2426-4296,21560.43,22233.42
012-2426-4297,9899.21,17181.57
012-2426-4298,9753.32,10810.34
012-2426-4299,9317.04,10276.4
012-2426-4300,3776.67,1731.78
012-2426-4301,9313.46,10580.77
012-2426-4302,1158.46,894.52
012-2426-4303,11744.01,10704.03
012-2426-4304,858.66,12101.87
012-2426-4305,4524.39,3739.42
012-2426-4306,12787.95,8921.39
012-2426-4307,4589.55,8589.1
012-2426-4308,2849.49,945.25
012-2426-4309,10562.35,9998.81
012-2426-4310,6852.49,11861.86
012-2426-4311,9969.5,10714.4
012-2426-4312,6902.92,5215.48
012-2426-4313,5937.54,4794.33
012-2426-4314,7856.37,9434.59
012-2426-4315,1401.12,1928.35
012-2426-4316,0,0
012-2426-4317,21121.46,23643.52
012-2426-4318,5426.52,8094.9
012-2426-4319,11247.54,15970.42
012-2426-4320,34673.46,26948.03
012-2426-4322,12920.9,11070.17
012-2426-4323,0,0
012-2426-4324,14920.33,6338.53
012-2426-4325,9154.69,8034.74
012-2426-4326,1801.29,1547.98
012-2426-4327,0,3531.69
012-2426-4328,12805.29,10492.05
012-2426-4329,9502.84,4888.45
012-2426-4330,7564.26,5065.05
012-2426-4331,12079.14,7161.53
012-2426-4332,11019.11,13213.19
012-2426-4335,7307.85,9399.53
012-2426-4336,14051.54,6768.51
012-2426-4337,7754,10874.24
012-2426-4338,1961.19,1616.29
012-2426-4339,10683.38,7942.49
012-2426-4340,4108.49,2159.71
012-2426-4341,7197.67,5022.07
012-2426-4342,9510.01,4092.99
012-2426-4344,7943.95,6418.46
012-2426-4345,0,0
012-2426-4346,9762.9,7769.82
012-2426-4347,39737.59,42020.97
012-2426-4348,5648.49,6283.47
012-2426-4349,7676.2,7235.18
012-2426-4350,14573.7,12007.95
012-2426-4351,18525.97,3930.36
012-2426-4352,5957.34,6750.35
012-2426-4353,8989.25,7646.96
012-2426-4354,6784.21,5229
012-2426-4355,5216.8,4350.77
012-2426-4356,9804.78,10878.48
012-2426-4357,5279.08,6613.89
012-2426-4358,7077.56,7632.41
012-2426-4359,9942.35,6287.11
012-2426-4360,3908.86,2876.87
012-2426-4361,3829.54,3278.81
012-2426-4362,9866.35,7913.53
012-2426-4363,12009.4,9175.52
012-2426-4364,12013.39,12961.34
012-2426-4365,5369.96,8385.31
012-2426-4366,10032.03,9970.74
012-2426-4367,9834.99,10293.82
012-2426-4368,8883.47,7824.02
012-2426-4369,6828.37,9756.71
012-2426-4370,12333.47,5090.89
012-2426-4371,5668.86,5117.15
012-2426-4372,4294.21,10350.5
012-2426-4373,10412.63,7178.38
012-2426-4374,7682.21,9968.58
012-2426-4375,5943.8,6982.99
012-2426-4376,7489.85,11942.07
012-2426-4377,8114.35,9809.47
012-2426-4378,12783.56,10949.82
012-2426-4379,0,0
012-2426-4380,0,0
012-2426-4381,11797.65,5804.94
012-2426-4382,10250.41,6863.03
012-2426-4383,10464.21,11010.83
012-2426-4384,9036.19,5939.57
012-2426-4385,8991.25,6246.56
012-2426-4386,7249.07,7888.12
012-2426-4387,8580.48,8308.04
012-2426-4388,1258.89,1301.03
012-2426-4389,9011.65,9676.74
012-2426-4390,5736.82,7242.65
012-2426-4391,7448.03,9583.76
012-2426-4392,7099.57,5856.9
012-2426-4393,10731.61,6900.5
012-2426-4394,0,0
012-2426-4395,9200.16,8918.37
012-2426-4396,3609.27,5075.1
012-2426-4397,11590.62,7942.41
012-2426-4398,6887.59,8557.21
012-2426-4399,12502.68,7890.22
012-2426-4401,6059.58,4398.26
012-2426-4402,3631.43,5932.1
012-2426-4403,5227.76,6400.67
012-2426-4404,13764.54,10453.83
012-2426-4405,5914.72,8325.19
012-2426-4406,6951.84,6737.16
012-2426-4407,7974.98,8716.92
012-2426-4408,9704.8,11354.56
012-2426-4409,12744.93,14086.89
012-2426-4410,10727.44,14413.63
012-2426-4412,7122.08,6899.87
012-2426-4413,4883.62,7432.31
012-2426-4414,7970.71,8379.27
012-2426-4415,4264.51,4469.7
012-2426-4416,14277.5,10331.1
012-2426-4417,5557.65,11112.56
012-2426-4418,7458.79,5583.17
012-2426-4419,3834.31,7890.88
012-2426-4420,7824,13302.78
012-2426-4421,5436.17,9124.7
012-2426-4423,6970.85,9789.17
012-2426-4424,4814.04,5428.19
012-2426-4425,10368.05,10875.94
012-2426-4426,8164.69,9688.54
012-2426-4427,3095.1,4444.21
012-2426-4428,12528.37,7729.08
012-2426-4429,9245.08,7869.18
012-2426-4430,9135.72,6882.11
012-2426-4431,3622.11,3684.62
012-2426-4432,4611.18,6099.02
012-2426-4434,5851.24,20978.84
012-2426-4435,7152.62,5022.48
012-2426-4436,6589.16,6788.67
012-2426-4437,9102.24,7502.96
012-2426-4438,6881.55,8540.15
012-2426-4439,15463.74,10593.57
012-2426-4450,9812.84,7836.81
012-2426-4451,3246.72,9840.45
012-2426-4452,6776.05,6673.34
012-2426-4453,958.53,4450.41
012-2426-4454,4712.27,6365.88
012-2426-4456,6755.23,2964.81
012-2426-4457,4265.74,5810.67
012-2426-4458,7312.51,10610.03
012-2426-4459,8191.52,11133.02
012-2426-4460,5591.58,12686
012-2426-4461,6693.78,5414.51
012-2426-4462,5847.2,4129.26
012-2426-4463,10813.65,11124.84
012-2426-4464,8497.09,2404.7
012-2426-4465,9416.35,7686.42
012-2426-4467,8541.48,9006.06
012-2426-4468,7759.3,9919.92
012-2426-4469,6585.37,11165.66
012-2426-4470,7316.87,10620.08
012-2426-4471,11322.01,12901.87
012-2426-4472,12873.11,10728.89
012-2426-4473,10247.45,13704.37
012-2426-4474,3614.46,11081.48
012-2426-4475,0,0
012-2426-4476,9663.03,10705.75
012-2426-4478,8872.19,8842.1
012-2426-4479,7505.42,10039.63
012-2426-4480,9166.85,9168.84
012-2426-4481,13002.22,13896.12
012-2426-4482,6441.95,6311.25
012-2426-4483,10294.66,10401.3
012-2426-4484,18933.41,10347.28
012-2426-4485,789.75,509.05
012-2426-4486,6638.6,6612.17
012-2426-4487,9561.19,15494.67
012-2426-4489,6779.07,8909.07
012-2426-4490,11668.72,7298.47
012-2426-4491,9800.17,9241.14
012-2426-4492,6302.41,7073.96
012-2426-4493,10752.96,10488.36
012-2426-4494,5926.77,1439.93
012-2426-4495,6416.95,10118.77
012-2426-4496,7113.54,7229.6
012-2426-4497,7093.1,7331.64
012-2426-4498,4555.81,9413.33
012-2426-4500,6464.97,6026.9
012-2426-4501,0,0
012-2426-4502,4151.56,4633.42
012-2426-4503,8395.64,10793.74
012-2426-4504,10711.06,10535.38
012-2426-4505,8067.62,4782.35
012-2426-4506,4254.35,2938.31
012-2426-4507,7952.51,5026.7
012-2426-4508,9418.56,7273.81
012-2426-4509,6884.94,6077.43
012-2426-4510,11490.35,7033
012-2426-4511,9671.45,8422.41
012-2426-4512,2753.41,4709.98
012-2426-4513,5821.13,8579.83
012-2426-4514,621.3,172.6
012-2426-4515,0,0
012-2426-4516,2837.15,301.14
012-2426-4517,0,0
012-2426-4518,5.55,203.49
012-2426-4519,90.78,540.98
012-2426-4520,649.17,519.8
012-2426-4521,590.19,1991.53
012-2426-4522,31.86,23.56
012-2426-4523,125.98,652.47
012-2426-4524,291.42,127.78
012-2426-4525,718.65,404.42
012-2426-4526,0,0
012-2426-4527,0.1,7.36
012-2426-4528,1364.36,60.48
012-2426-4529,180.62,1059.21
012-2426-4530,432.17,401.18
012-2426-4531,180.98,2808.31
012-2426-4532,463.5,3.32
012-2426-4533,151.43,68.34
012-2426-4534,62.61,1452.9
012-2426-4535,4115.87,59.92
012-2426-4536,40.66,70.2
012-2426-4537,155.85,266.87
012-2426-4538,0.68,296.51
012-2426-4539,0,0
012-2426-4540,954.62,294.95
012-2426-4541,1856.77,742.96
012-2426-4542,148.85,421.45
012-2426-4543,4266.7,890.89
012-2426-4544,234.46,6.22
012-2426-4546,6640.85,890.95
012-2426-4547,197.53,33.85
012-2426-4548,0,0
012-2426-4549,41.16,52.41
012-2426-4550,103.06,33.31
012-2426-4551,338.68,678.79
012-2426-4552,57.7,374.13
012-2426-4553,294.16,0.51
012-2426-4556,217.81,1.25
012-2426-4557,1193.03,1781.36
012-2426-4558,1238.71,58.57
012-2426-4559,375.38,357.88
012-2426-4560,0,0
012-2426-4561,874.83,347.31
012-2426-4562,86.18,2063.57
012-2426-4563,3899.97,290.54
012-2426-4564,9402.38,6084.77
012-2426-4565,5836.79,7777.89
012-2426-4566,3516.38,3898.36
012-2426-4568,10211.41,12878.59
012-2426-4569,11151.39,7418.93
012-2426-4570,3603.92,3915.69
012-2426-4571,9013.1,7246.71
012-2426-4572,4099.89,3437.79
012-2426-4573,17161.25,19305.29
012-2426-4574,9713.23,9287.2
012-2426-4575,8003.16,10196.26
012-2426-4576,4350.31,5053.04
012-2426-4577,6830.81,7931.61
012-2426-4578,7489.12,12864.54
012-2426-4579,10290.45,8168.57
012-2426-4580,12261.68,13662.19
012-2426-4581,6469.53,5821.73
012-2426-4582,4186.43,1147.33
012-2426-4583,4825.87,8519.02
012-2426-4584,5752.68,5769.76
012-2426-4585,7414.48,5376.96
012-2426-4586,9613.39,8723.69
012-2426-4587,0,0
012-2426-4588,0,0
012-2426-4589,6396.52,6918.61
012-2426-4590,9465.91,9969.9
012-2426-4591,7200.74,10277.3
012-2426-4592,14453.19,11245.23
012-2426-4593,16454.6,11763.93
012-2426-4594,6286.93,7667.61
012-2426-4595,12647.8,10750.82
012-2426-4596,8651.58,7014.21
012-2426-4597,6225.99,6691.74
012-2426-4598,11552.74,16048.66
012-2426-4599,13124.54,14597.84
012-2426-4600,17268.82,13886.04
012-2426-4601,11288.56,16728.37
012-2426-4602,11345.75,14460.06
012-2426-4603,10191.19,9668.81
012-2426-4604,10390.62,5636.43
012-2426-4605,9529.1,9908.13
012-2426-4606,7797.02,9854.23
012-2426-4607,7587.65,10083.65
012-2426-4608,10594.18,14325.23
012-2426-4609,8372.06,15719.15
012-2426-4610,12194.66,13348.7
012-2426-4611,7616.12,9542.35
012-2426-4612,8954.16,8738.75
012-2426-4613,9468.78,8498.78
012-2426-4614,0,0
012-2426-4615,8867.83,7952.11
012-2426-4616,1559.88,775.31
012-2426-4617,256.92,656.28
012-2426-4618,12280.95,8887.59
012-2426-4619,8347.03,11942.65
012-2426-4620,7147.31,9636.28
012-2426-4621,6381.04,7925.13
012-2426-4622,8185.69,9898.4
012-2426-4623,9117.78,10816.72
012-2426-4624,8176.52,7540.57
012-2426-4625,7927.04,8645.76
012-2426-4626,6352.02,8904.59
012-2426-4627,10285.7,10735.04
012-2426-4628,7632.48,8589.4
012-2426-4629,7584.61,10258.15
012-2426-4630,9029.88,10383.94
012-2426-4631,9230.85,8639.32
012-2426-4632,16647.4,16744.07
012-2426-4633,2056.18,2686.03
012-2426-4634,8239.16,8950.99
012-2426-4635,9210.31,7169.84
012-2426-4636,2481.36,5529.49
012-2426-4637,4589.98,2584.45
012-2426-4638,9112.15,9570.31
012-2426-4639,8936,8079.41
012-2426-4640,2158.77,2404.69
012-2426-4641,0,0
012-2426-4642,11307.41,10503.94
012-2426-4643,7267.78,8898.57
012-2426-4644,7600.19,6849.06
012-2426-4645,15813.62,7011.12
012-2426-4647,5083.65,8180.72
012-2426-4648,7335.43,10276.45
012-2426-4649,15437.77,13933.19
012-2426-4650,3956.15,7237.58
012-2426-4651,6422.46,9579.47
012-2426-4652,11388.96,10142.13
012-2426-4653,9649.34,5778.2
012-2426-4654,1616.45,2598.73
012-2426-4655,11592.23,12964.2
012-2426-4656,13163.41,12741.31
012-2426-4657,0,0
012-2426-4658,6040.56,9702.69
012-2426-4659,9978.77,8677.18
012-2426-4660,10692.41,6143.94
012-2426-4661,9828.38,13475.61
012-2426-4662,2769.31,63.84
012-2426-4663,71.62,293.22
012-2426-4665,968.91,2243.14
012-2426-4667,7104.55,8344.44
012-2426-4668,10108.22,8062.22
012-2426-4669,6628.81,8999.24
012-2426-4670,10330.95,3211.49
012-2426-4671,6970.26,7726.7
012-2426-4672,7797.02,4595.94
012-2426-4673,16163.77,16007.52
012-2426-4674,9412.1,8821.08
012-2426-4675,5824.33,10629.26
012-2426-4676,8352.78,10105.62
012-2426-4677,6526.51,6753.94
012-2426-4678,6106.97,11531.52
012-2426-4679,9034.43,8404.88
012-2426-4680,12918.6,11076.25
012-2426-4681,7645.48,7602.43
012-2426-4682,9904.98,10459.24
012-2426-4683,7714.63,7904.27
012-2426-4684,7795.51,10850.95
012-2426-4685,8066.61,9537.65
012-2426-4686,8921.37,7788.32
012-2426-4687,10748.33,10192.17
012-2426-4688,8271.64,9043.83
012-2426-4689,686.4,6672.81
012-2426-4690,2937.12,4049.75
012-2426-4691,10581.32,11790.4
012-2426-4692,9855.54,11949.13
012-2426-4693,7528.77,10487.78
012-2426-4694,9828.08,5034.5
012-2426-4695,9089.78,12078.37
012-2426-4696,6537.45,5944.59
012-2426-4697,4737.36,8320.41
012-2426-4698,12929.58,11168.97
012-2426-4699,3152.67,5196.95
012-2426-4700,4422.45,8357.68
012-2426-4701,8173.53,7388.88
012-2426-4702,6293.07,6140.5
012-2426-4703,5759.47,12770.18
012-2426-4704,9535.44,8381.2
012-2426-4705,4733.84,8176.39
012-2426-4706,0,0
012-2426-4707,13175.95,14633.18
012-2426-4708,9919.13,11712.92
012-2426-4709,9565.93,13844.81
012-2426-4710,9919.47,9379.74
012-2426-4711,4948.03,6378.91
012-2426-4712,8230.37,5731.17
012-2426-4713,9116.58,7522.19
012-2426-4714,7516.72,7072.02
012-2426-4715,5686.54,1026.93
012-2426-4716,7609.16,3357.45
012-2426-4717,8816.84,8185.03
012-2426-4718,7024.37,8538.8
012-2426-4719,7902.41,8301.37
012-2426-4720,1309.41,754.96
012-2426-4721,4346.77,10188.47
012-2426-4722,6201.9,9025.41
012-2426-4723,10660.53,12948.85
012-2426-4724,4908.18,4967.52
012-2426-4725,5319.11,4644.85
012-2426-4726,7353.34,7138.7
012-2426-4727,5160.88,9295.53
012-2426-4728,8793.14,9823.68
012-2426-4729,0,0
012-2426-4730,3991.35,4458.4
012-2426-4731,5907.2,3436.97
012-2426-4732,8960.15,8704.66
012-2426-4733,3334.7,3669.44
012-2426-4734,6593.31,5071.23
012-2426-4735,4813.92,3701.2
012-2426-4736,6749.06,6358.79
012-2426-4737,9353.1,6882.04
012-2426-4738,8269.74,9265.29
012-2426-4739,9087.19,5926.92
012-2426-4740,5054.67,2248.78
012-2426-4741,18375.28,16615.41
012-2426-4742,6237.87,8379.13
012-2426-4743,9155.46,9238.4
012-2426-4744,846.69,4400.28
012-2426-4745,10418.51,8425
012-2426-4746,15663.37,13629.18
012-2426-4748,13928.92,8532.3
012-2426-4749,3489.1,2549.19
012-2426-4750,10920.24,11076.6
012-2426-4751,9487.37,10069.94
012-2426-4752,7109.04,7278.41
012-2426-4753,7240.69,7905.84
012-2426-4754,3195.24,2736.33
012-2426-4755,8084.91,9392.85
012-2426-4756,9276.48,3818.93
012-2426-4757,17988.42,18102.39
012-2426-4758,4831.67,1084.01
012-2426-4759,1564.32,4126.81
012-2426-4760,15134.89,17400.53
012-2426-4761,8418.63,7336.76
012-2426-4762,6307.97,2374.41
012-2426-4763,6744.12,7888.28
012-2426-4764,2930.58,439.24
012-2426-4765,6507.62,10534.55
012-2426-4766,6346.68,8644.77
012-2426-4767,10630.75,8541.35
012-2426-4768,2933.81,4013.91
012-2426-4769,6671.32,10735.84
012-2426-4770,14785.08,11983.98
012-2426-4771,10309.79,21658.46
012-2426-4772,11559.96,5861.66
012-2426-4773,13926.38,11586.33
012-2426-4775,12143.48,11855.73
012-2426-4776,9359.37,16189.89
012-2426-4778,2825.49,5746.31
012-2426-4779,12643.86,16149.68
012-2426-4780,8334.09,424.29
012-2426-4781,9958.42,14678.73
012-2426-4782,7906.84,11867
012-2426-4783,3852.7,1859.62
012-2426-4784,6482.01,6490.25
012-2426-4785,11057.91,15507.38
012-2426-4786,9213.9,12658.54
012-2426-4787,8283.77,8289.4
012-2426-4788,14664.4,12138.89
012-2426-4789,7531.5,7705.97
012-2426-4790,16061.89,8015.91
012-2426-4791,13405.28,12471.31
012-2426-4792,8948.31,8269.2
012-2426-4793,7919.66,8386.07
012-2426-4794,8804.38,12009.51
012-2426-4795,9320.95,8932.85
012-2426-4796,9260.77,11581.85
012-2426-4797,6949.77,7958.07
012-2426-4798,7689.89,7295.29
012-2426-4799,7818.48,4670.57
012-2426-4800,11586.64,8964.58
012-2426-4801,6811.39,4905.32
012-2426-4802,9236.17,11951.33
012-2426-4803,6380.64,8481.58
012-2426-4804,4116.4,11451.28
012-2426-4805,9282.68,9167.21
012-2426-4806,5598.31,10462.11
012-2426-4807,13550.94,11125.24
012-2426-4808,0,0
012-2426-4809,1071.24,3941.52
012-2426-4810,8156.44,9895.13
012-2426-4811,11849.8,10111.73
012-2426-4812,10791.94,12095.62
012-2426-4813,10417.5,12752.33
012-2426-4814,9179.44,13669.31
012-2426-4815,8914.71,8292.81
012-2426-4816,6825.23,8513.82
012-2426-4817,9037.38,10843.94
012-2426-4818,13619.02,10390.53
012-2426-4819,8009.15,13869.08
012-2426-4820,4256.49,4164.18
012-2426-4821,14371.83,15182.99
012-2426-4822,9141.34,4942.8
012-2426-4823,6745.5,7792.45
012-2426-4824,9210.48,10795.9
012-2426-4825,158.91,275.54
012-2426-4826,7011.87,6952.82
012-2426-4827,3735.43,1789.07
012-2426-4828,9815.26,9209.72
012-2426-4829,22751.02,16537.31
012-2426-4830,1044.2,775.44
012-2426-4831,922.97,2014.28
012-2426-4832,21342.45,22700.55
012-2426-4833,9504.12,7204.41
012-2426-4834,8055.36,7861.47
012-2426-4835,890.56,0.76
012-2426-4836,7363.08,10435.81
012-2426-4837,7350.99,9483.87
012-2426-4838,12744.33,12548.01
012-2426-4839,9435.19,6741.09
012-2426-4840,1789.57,2982.15
012-2426-4841,7182.66,9068.78
012-2426-4842,6616.33,6100.26
012-2426-4843,5916.21,11110.94
012-2426-4844,5514.66,9305.67
012-2426-4845,84.9,2003.64
012-2426-4846,7148.73,7152.43
012-2426-4847,6387.08,5958.53
012-2426-4849,6823.32,5379.09
012-2426-4850,16898.97,14359.47
012-2426-4851,5738.11,6600.59
012-2426-4852,9339.88,5717.68
012-2426-4853,7034,8735.97
012-2426-4854,10393.49,7746.22
012-2426-4855,11426.85,10576.94
012-2426-4856,2215.02,2992.29
012-2426-4857,8326.42,10140.83
012-2426-4858,12257.77,9016.53
012-2426-4859,11516.74,13088.71
012-2426-4860,17333.85,14091.12
012-2426-4861,7175.89,6977.39
012-2426-4862,15763.98,9969.74
012-2426-4863,9351.98,8625.75
012-2426-4864,9606.28,8736.2
012-2426-4865,6912.17,3987.01
012-2426-4866,6407.77,9590.07
012-2426-4867,9092.03,6706.41
012-2426-4868,14203.89,11675.34
012-2426-4869,0,0
012-2426-4870,9198.5,8579.6
012-2426-4871,9460.15,8887.63
