phone,usage_this_month,usage_last_month
012-2426-3616,0,0
012-2426-3617,8601.34,10189.53
012-2426-3618,7707.74,11930.68
012-2426-3619,30047.11,29370.44
012-2426-3620,6521.68,5676.59
012-2426-3621,10266.23,13496.51
012-2426-3622,7658.22,5882.12
012-2426-3623,964.06,5718.79
012-2426-3624,5464.15,4748.72
012-2426-3625,3533.25,6537.04
012-2426-3626,11417.43,6911.64
012-2426-3627,9006.56,13426.07
012-2426-3628,4623.9,3497.37
012-2426-3629,4320.53,6858.71
012-2426-3630,4155.04,3015.84
012-2426-3631,7066.11,6769.42
012-2426-3632,649.85,7595.03
012-2426-3633,9166.91,4890.62
012-2426-3634,3983.16,10250.93
012-2426-3635,5207.27,10400.13
012-2426-3636,5727.96,803.99
012-2426-3637,5339.64,10078.02
012-2426-3638,4319.33,8233.62
012-2426-3639,160.2,4155.17
012-2426-3640,0,29826.13
012-2426-3641,12485.18,13447.24
012-2426-3642,47.28,1507.37
012-2426-3643,4375.8,11372.55
012-2426-3644,6779.38,6387.82
012-2426-3645,7178.51,9038.94
012-2426-3646,14710.98,13132.29
012-2426-3647,19445.65,8142.24
012-2426-3648,25236.68,9963.89
012-2426-3649,8521.2,11509.72
012-2426-3650,12967.53,9832.68
012-2426-3651,44011.42,4404.53
012-2426-3652,7965.84,11183.6
012-2426-3653,4065.66,6166.2
012-2426-3654,10715.56,13047.48
012-2426-3655,12704.66,10782.28
012-2426-3656,4390.99,8341.49
012-2426-3657,10437.54,13268.86
012-2426-3658,8897.07,10748.26
012-2426-3659,9124.7,8065.46
012-2426-3660,13979,9593.11
012-2426-3661,11739.52,7804.42
012-2426-3662,4828.11,3765.85
012-2426-3663,10320.08,11028.66
012-2426-3664,8102.65,10549.62
012-2426-3665,5520.77,3322.07
012-2426-3666,11542.82,9220.62
012-2426-3667,3266.95,6477.66
012-2426-3668,21607.04,7949.86
012-2426-3669,9098.05,10158.79
012-2426-3670,23377.82,15221.72
012-2426-3671,7641.62,9732.7
012-2426-3672,3395.84,13047.66
012-2426-3673,6593.92,7217.56
012-2426-3674,3953.78,8114.49
012-2426-3675,2629.5,4782.54
012-2426-3676,14477.18,6068.58
012-2426-3677,9781.45,10936.45
012-2426-3678,2856.93,13710.03
012-2426-3679,7132.16,15306.59
012-2426-3680,6602.22,7743.14
012-2426-3681,10705.02,4734.02
012-2426-3682,5344.98,4443.92
012-2426-3683,8871.39,8405.45
012-2426-3684,5957.99,9251.57
012-2426-3685,4936.39,5814.8
012-2426-3686,10298.97,9030.2
012-2426-3687,4060.13,4007.33
012-2426-3688,9456.91,9808.96
012-2426-3689,8654.04,7414.37
012-2426-3690,4758.42,10042.47
012-2426-3691,0,2767.4
012-2426-3692,7479.84,9115.65
012-2426-3693,10997.6,9998.28
012-2426-3694,5502.37,9066.6
012-2426-3695,0,0
012-2426-3696,10345.76,10959.3
012-2426-3697,0,8129.82
012-2426-3698,7798.95,6420.04
012-2426-3699,2621.79,9862.37
012-2426-3700,6368.96,5787.27
012-2426-3701,7454.36,9933.3
012-2426-3702,17810.6,16811.3
012-2426-3703,15789.38,885.24
012-2426-3704,9275.67,11170.84
012-2426-3705,4462.32,6484.46
012-2426-3706,9018.86,7795.69
012-2426-3707,17313.08,18186.8
012-2426-3708,7448.79,6556.93
012-2426-3709,6977.98,7575.28
012-2426-3710,8148.61,7461.93
012-2426-3711,0,0
012-2426-3712,8884.84,12788.55
012-2426-3713,8179.47,7635.99
012-2426-3714,12899.92,19278.61
012-2426-3715,7033.61,14738.74
012-2426-3716,5387.13,4311.51
012-2426-3717,3632.4,10161.39
012-2426-3718,9483.66,8825.61
012-2426-3719,6015.89,1386.1
012-2426-3720,6862.61,5849.03
012-2426-3721,7574.92,13368.03
012-2426-3722,10910.96,10497.89
012-2426-3723,24669.55,26097.08
012-2426-3724,6291.04,5390.58
012-2426-3725,12168.52,17963.76
012-2426-3726,15303.25,22009.29
012-2426-3727,16822.36,6396.22
012-2426-3728,8199.22,9148.35
012-2426-3729,5288.22,6408.57
012-2426-3730,8289.5,9489.71
012-2426-3731,6127.72,5584
012-2426-3732,1866.86,5910.19
012-2426-3733,14.2,4.6
012-2426-3734,22972.96,15718.21
012-2426-3735,16401.81,6371.78
012-2426-3736,12838.95,14446.3
012-2426-3737,9040.54,12942.24
012-2426-3738,3922.02,5319.16
012-2426-3739,22924.35,6521.23
012-2426-3740,0,0
012-2426-3741,6365.09,9286.63
012-2426-3742,3565.05,6403.5
012-2426-3743,2303.62,8719.89
012-2426-3744,10476.85,9069.1
012-2426-3745,0,0
012-2426-3746,19111.07,11229.81
012-2426-3747,6126.92,7102.14
012-2426-3748,5944.8,8810.92
012-2426-3749,16574.81,17094.29
012-2426-3750,6363.07,4891.47
012-2426-3751,12085.21,11195.27
012-2426-3752,19032.81,11187.82
012-2426-3753,5622.16,5035.29
012-2426-3754,32936.45,12959.52
012-2426-3755,33985.79,16829.27
012-2426-3756,9971.85,13273.54
012-2426-3757,1999.6,7449.54
012-2426-3758,1851.2,19808.43
012-2426-3759,13577.42,13853.71
012-2426-3760,18005.58,10050.88
012-2426-3761,15683.68,9323.96
012-2426-3762,20695.91,5694.35
012-2426-3763,2950.7,3404.25
012-2426-3764,20339.53,19392.95
012-2426-3765,12827.4,11724.39
012-2426-3766,12054.52,28470.47
012-2426-3767,6995.09,7853.29
012-2426-3768,3936.37,5161.36
012-2426-3769,3379.29,7100.01
012-2426-3770,9615.55,13169.49
012-2426-3771,8600.94,10793.44
012-2426-3772,3913.61,7518.4
012-2426-3773,4867.21,9306.82
012-2426-3774,6213.88,5663.91
012-2426-3775,24801.01,10461.81
012-2426-3776,14361.4,1082.22
012-2426-3777,8348.64,6880.25
012-2426-3778,3777.98,4753.94
012-2426-3779,8471.68,4473.21
012-2426-3780,3421.12,7059.2
012-2426-3781,22704.52,22119.83
012-2426-3782,5983.61,6930.48
012-2426-3783,0,0
012-2426-3784,5906.71,5971.63
012-2426-3785,6960.29,4227.13
012-2426-3786,7894.31,5670.43
012-2426-3787,8532.85,7035.04
012-2426-3788,10636.72,9805.28
012-2426-3789,7244.59,12129.89
012-2426-3790,1.62,0
012-2426-3791,11471.66,11086.94
012-2426-3792,8359.62,5726.78
012-2426-3793,8591.32,11657.53
012-2426-3794,2641.4,4046.73
012-2426-3795,8585.6,15695.01
012-2426-3796,7078.8,9241.13
012-2426-3797,9550.65,12242.15
012-2426-3798,14773.42,10794.53
012-2426-3799,8883.62,7077.79
012-2426-3800,16461.14,8148.95
012-2426-3801,0,0
012-2426-3802,0,0
012-2426-3803,2086.56,1199
012-2426-3804,8765.8,11304.09
012-2426-3805,2048.62,2698.24
012-2426-3806,13832.73,7874.23
012-2426-3807,7621.48,8160.58
012-2426-3808,0,0
012-2426-3809,6389.47,5627.56
012-2426-3810,6412.72,7152.87
012-2426-3811,4551.79,5067.06
012-2426-3812,6378.82,15351.57
012-2426-3813,3510.34,2327.28
012-2426-3814,5687.42,6325.09
012-2426-3815,7277.47,12266.1
012-2426-3816,5671.16,9622.19
012-2426-3817,4315.11,5224.88
012-2426-3818,119.01,80.39
012-2426-3819,7960.88,11972.41
012-2426-3820,21351.31,18094.93
012-2426-3821,5664.02,7096.74
012-2426-3822,3165.52,4960.89
012-2426-3823,7857.5,5734.42
012-2426-3824,11008.78,6464.84
012-2426-3825,12226.55,8755.32
012-2426-3826,25616.28,8412.33
012-2426-3827,1785.1,1644.9
012-2426-3828,24356.29,10426.97
012-2426-3829,22503.33,15485.4
012-2426-3830,7432.46,10809
012-2426-3831,9554.41,11308
012-2426-3832,13794.56,8123.52
012-2426-3833,3011.92,1723.89
012-2426-3834,7075.53,10244.45
012-2426-3835,7215.01,10237.25
012-2426-3836,5697.98,13465.15
012-2426-3837,8096.92,11580.39
012-2426-3838,3175.29,12576.94
012-2426-3839,19699.42,13461.62
012-2426-3840,9624.06,11077.18
012-2426-3841,7706.34,12871.55
012-2426-3842,6879.76,7435.55
012-2426-3843,0,0
012-2426-3844,12330.4,14830.35
012-2426-3845,28337.49,33290.24
012-2426-3846,9963.75,10047.64
012-2426-3847,3575.48,7260.44
012-2426-3848,7466.65,5941.72
012-2426-3849,15735.76,6901.09
012-2426-3850,12932.72,11614.52
012-2426-3851,17494.82,2266.86
012-2426-3852,16892.31,19103.58
012-2426-3853,9702.39,11360.78
012-2426-3854,3873.66,4034.76
012-2426-3855,15805.15,7324.46
012-2426-3856,6335.91,3355.63
012-2426-3857,585.09,5686.75
012-2426-3858,5025.17,7651.82
012-2426-3859,3217.65,695.58
012-2426-3860,5327.4,9120.07
012-2426-3861,5125.35,8715.9
012-2426-3862,5532.5,6190.68
012-2426-3863,4668.83,7843.04
012-2426-3864,6166.94,9418.55
012-2426-3865,23412.77,15235.64
012-2426-3866,19225.96,12194.7
012-2426-3867,21230.3,21111.47
012-2426-3868,4969.15,6133.59
012-2426-3869,15537.89,26385.05
012-2426-3870,7432.29,14460.46
012-2426-3871,5354.86,4170.76
012-2426-3872,10281.35,9647.1
012-2426-3873,1453.98,3177.07
012-2426-3874,10050.85,10217.35
012-2426-3875,4308.11,1592.91
012-2426-3876,7479.03,4869.24
012-2426-3877,0,807.27
012-2426-3878,6386.34,7235.08
012-2426-3879,0,0
012-2426-3880,3066.9,6191.52
012-2426-3881,31991.69,9949.19
012-2426-3882,5139.04,6795.23
012-2426-3883,16522.24,20504.02
012-2426-3884,12590.93,15802.81
012-2426-3885,3436.22,3492.2
012-2426-3886,7351.23,7065.43
012-2426-3887,683.56,3177.99
012-2426-3888,18312.95,11437.67
012-2426-3889,617.81,2729.23
012-2426-3890,11531.64,9215.27
012-2426-3891,11700,16856.47
012-2426-3892,5083.94,8770.71
012-2426-3893,5419.41,8735.54
012-2426-3894,7966.2,6500.87
012-2426-3895,2921.12,6902.31
012-2426-3896,7187.79,6941.68
012-2426-3897,9785.75,6848.61
012-2426-3898,18982.03,10989
012-2426-3899,6764.08,10726.72
012-2426-3900,3956.65,6260.81
012-2426-3901,0,0
012-2426-3902,9967.87,11667.75
012-2426-3903,72617.56,11805.23
012-2426-3904,4983.57,10984.09
012-2426-3905,7795.89,6609.29
012-2426-3906,8492.62,8381.52
012-2426-3907,13318.56,5990.23
012-2426-3908,9236.92,8664.24
012-2426-3909,3989.25,6679.43
012-2426-3910,4877.23,8858.04
012-2426-3911,0,0
012-2426-3912,19836.84,6306.44
012-2426-3913,0,0
012-2426-3914,6328.17,6476.28
012-2426-3915,26438.56,10842.21
012-2426-3916,21955.47,13497.57
012-2426-3917,5501.18,7958.07
012-2426-3918,27905.32,7035.56
012-2426-3919,9177.16,28121.09
012-2426-3920,4889.53,3794.87
012-2426-3921,4651.75,6206.13
012-2426-3922,11906.15,9835.04
012-2426-3923,11130.3,8635.32
012-2426-3924,5134.6,7450.34
012-2426-3925,6252.11,9296.9
012-2426-3926,3025.66,3903.32
012-2426-3927,6090.43,8155.79
012-2426-3928,0,0
012-2426-3929,5131.82,10474.36
012-2426-3930,6437.85,5220.64
012-2426-3931,1427.22,2993.78
012-2426-3932,4869.55,7139.25
012-2426-3933,5364.12,7287.14
012-2426-3934,6803.73,11203.16
012-2426-3935,4333.95,5990.73
012-2426-3936,4303.28,6974.75
012-2426-3937,0,0
012-2426-3938,6191.72,10464.64
012-2426-3939,1724.65,6149.14
012-2426-3940,5168.98,5294.15
012-2426-3941,5523.65,8469.52
012-2426-3942,1822.24,3981.92
012-2426-3943,3686.3,7719.96
012-2426-3944,2697.75,3618.23
012-2426-3945,11214.04,8449.66
012-2426-3946,8711.8,8264.44
012-2426-3947,3904.26,5222.25
012-2426-3948,7337.01,9340.9
012-2426-3949,0,0
012-2426-3950,5775.66,8978.21
012-2426-3951,2205.73,0
012-2426-3952,7183.91,9834.61
012-2426-3953,0,16.51
012-2426-3954,6699.77,13170.51
012-2426-3955,7106.55,8599.05
012-2426-3956,13342.46,13089.5
012-2426-3957,5599.54,8273.54
012-2426-3958,3750.97,4368.11
012-2426-3959,10197.5,12173.71
012-2426-3960,6872.14,13659.16
012-2426-3961,3987.1,7408.84
012-2426-3962,8498.29,6845.49
012-2426-3963,6387.98,6514.79
012-2426-3964,9547.02,9923.18
012-2426-3965,5032.32,6992.13
012-2426-3966,7678.84,10148.21
012-2426-3967,5400.24,16299.94
012-2426-3968,9618.65,8835.92
012-2426-3969,14729.37,7049.77
012-2426-3970,5450.05,5959.52
012-2426-3971,10149.44,11816.39
012-2426-3972,14275.2,16032.56
012-2426-3973,7122.53,6125.97
012-2426-3974,3635.22,0
012-2426-3975,6205.21,8646.03
012-2426-3976,9246.41,12480.29
012-2426-3977,3158.49,9653.74
012-2426-3978,2907.86,6860.07
012-2426-3979,13443.44,10119.9
012-2426-3980,1533.56,2235.89
012-2426-3981,6994.34,8055.06
012-2426-3982,6727.36,10762.2
012-2426-3983,4894.03,8222.78
012-2426-3984,0,6217.46
012-2426-3985,9191.32,7428.52
012-2426-3986,20124.24,7988.99
012-2426-3987,3273.16,2339.72
012-2426-3988,2441.68,39.43
012-2426-3989,6116.26,10777.61
012-2426-3990,8589.73,10710.92
012-2426-3991,1578.45,3673.89
012-2426-3992,7338.6,7837.05
012-2426-3993,6579.63,8299.93
012-2426-3994,3251.54,6119.92
012-2426-3995,75.18,4324.82
012-2426-3996,11548.66,9260.86
012-2426-3997,7332.41,6921.41
012-2426-3998,7946.43,9084.17
012-2426-3999,16476.81,10690.62
012-2426-4001,23178.15,19718.19
012-2426-4002,16750.28,26709.92
012-2426-4003,10306.99,5734
012-2426-4005,11980.42,7044.83
012-2426-4006,17141,11361.5
012-2426-4007,7005.47,7633.01
012-2426-4008,42882.92,6895.24
012-2426-4009,17784.81,37800.34
012-2426-4010,6228.11,6209.83
012-2426-4011,9980.53,12117.74
012-2426-4012,18266.52,15826.96
012-2426-4013,0,0
012-2426-4014,10983.86,10971.65
012-2426-4015,11471.46,13336.35
012-2426-4016,13350.62,13290.91
012-2426-4017,10206.69,12127.61
012-2426-4018,8665.46,8746.25
012-2426-4019,10047.03,11265.67
012-2426-4020,6999.93,13159.96
012-2426-4021,5150.25,9695.54
012-2426-4022,730.7,8308.29
012-2426-4023,7083.81,10087.78
012-2426-4024,7659.9,6881.8
012-2426-4025,5123.25,9124.54
012-2426-4026,5216.94,9419.29
012-2426-4027,10555.81,13366.8
012-2426-4028,0,0
012-2426-4029,9023.21,11537.13
012-2426-4030,8411.85,8944.39
012-2426-4031,8395.87,11265.33
012-2426-4032,8640.63,9633.68
012-2426-4033,7617.47,4368.59
012-2426-4034,9877.54,11191.89
012-2426-4035,8690.15,10440.02
012-2426-4036,4810.8,12929.04
012-2426-4037,10632.73,11095.25
012-2426-4038,5147,6854.18
012-2426-4039,8961.7,9531.87
012-2426-4041,8989.47,9501.11
012-2426-4042,7348.6,6971.87
012-2426-4043,32728.3,46201.3
012-2426-4044,8240.78,6888.34
012-2426-4045,11336.81,9527.67
012-2426-4046,7735.7,8990.89
012-2426-4047,5987.76,9592.51
012-2426-4048,12382.97,10565.42
012-2426-4049,6893.5,11686.16
012-2426-4050,10403.12,8281.58
012-2426-4051,1880.73,12084.92
012-2426-4052,9580.68,7967.3
012-2426-4053,11683.18,15441.06
012-2426-4054,12352.27,7402.16
012-2426-4055,198.14,2476.32
012-2426-4056,9905.96,9015.49
012-2426-4057,12794.02,16806.2
012-2426-4058,10204.62,11545.16
012-2426-4059,9894.6,8832.76
012-2426-4060,8817.54,11624.06
012-2426-4061,12041.67,14714.89
012-2426-4062,13858.17,10485.74
012-2426-4063,754.08,4332.71
012-2426-4064,11002.73,12769.59
012-2426-4065,11208.03,11159.02
012-2426-4066,7302.51,9013.03
012-2426-4067,6268.73,13717.73
012-2426-4068,1129,7989.26
012-2426-4069,8935.04,10414.14
012-2426-4070,10867.19,12399.36
012-2426-4071,11636.58,12993.35
012-2426-4072,9529.22,9314.06
012-2426-4073,0,14464.56
012-2426-4074,1730.95,0
012-2426-4075,8406.26,11896.96
012-2426-4076,12388.21,10107.92
012-2426-4077,5017.64,6431.57
012-2426-4078,14659.21,12747.67
012-2426-4079,11332.09,13871.59
012-2426-4080,10523.54,10656.37
012-2426-4081,0,0
012-2426-4082,7992.4,9061.07
012-2426-4083,7155.99,6516.51
012-2426-4084,7115.45,9027.36
012-2426-4085,9962.67,4652
012-2426-4086,14115.07,16767.55
012-2426-4087,13896.3,11683.26
012-2426-4088,18048.26,16398.22
012-2426-4089,371.11,5454.57
012-2426-4090,14562.8,16205.6
012-2426-4091,16315.83,10985.1
012-2426-4092,26558.64,18781.13
012-2426-4093,27535.51,11629.59
012-2426-4094,22223.66,20008.77
012-2426-4095,8694.73,8914.79
012-2426-4096,4822.13,8549.69
012-2426-4097,0,0
012-2426-4098,7706.75,11917.21
012-2426-4099,10984.52,14359.3
012-2426-4100,8921.55,14399.75
012-2426-4101,1072.88,4288.56
012-2426-4102,1981.48,8381.17
012-2426-4103,12419.43,9505.26
012-2426-4104,0,1950.5
012-2426-4105,6889.08,8823.65
012-2426-4106,6435.88,10865.33
012-2426-4107,11011.36,10522.06
012-2426-4108,6803.57,9715.01
012-2426-4109,10697.85,6642.98
012-2426-4110,9134.16,10603.98
012-2426-4112,8498.53,7461.62
012-2426-4113,9382.44,9496.55
012-2426-4115,14313.41,6870.26
012-2426-4116,15975.57,9343.67
012-2426-4117,10383.01,8449.05
012-2426-4118,8541.24,10617.05
012-2426-4119,14232.25,17158.84
012-2426-4120,35662.63,8179.92
012-2426-4121,6875.07,11140.28
012-2426-4122,9190.12,15192.06
012-2426-4123,6888.48,13297.54
012-2426-4124,6856.17,5489.46
012-2426-4125,4898.06,7266.86
012-2426-4126,3653.26,4591.29
012-2426-4127,7408.02,6167.94
012-2426-4128,5592.01,4222.98
012-2426-4129,5813.91,9160.56
012-2426-4130,0,0
012-2426-4131,2542.89,12989.93
012-2426-4132,7795.55,8448.08
012-2426-4133,8615.27,9363.31
012-2426-4134,436.6,177.11
012-2426-4135,8679.27,12205.14
012-2426-4136,3649.35,8676.64
012-2426-4137,7757,11889.15
012-2426-4138,0,5.38
012-2426-4139,7841.37,13233.54
012-2426-4140,6959.54,12351.57
012-2426-4142,7824.13,7404.31
012-2426-4143,5907.9,5241.92
012-2426-4144,3205.51,6921.68
012-2426-4145,8342.8,8346.63
012-2426-4146,3005.82,4559.52
012-2426-4147,10304.47,11273.24
012-2426-4148,4085.13,8867.31
012-2426-4149,8528.38,8692.36
012-2426-4150,10850.89,10647.24
012-2426-4151,5044.79,9441.21
012-2426-4152,2302.31,3282.91
012-2426-4153,5385.54,9514.86
012-2426-4154,9496.58,8033.3
012-2426-4155,9003.73,7942.75
012-2426-4156,5823.58,7467.36
012-2426-4157,4641.23,5698.65
012-2426-4158,6068.66,5030.14
012-2426-4159,9496.83,10737.53
012-2426-4160,7568.88,7895.02
012-2426-4161,6331.92,6101.3
012-2426-4162,25351.29,31013.78
012-2426-4163,0,0
012-2426-4164,1075.1,2227.54
012-2426-4165,13693.28,10829.79
012-2426-4166,9041.27,7758.67
012-2426-4167,8129.22,14106.19
012-2426-4168,4533.28,6487.94
012-2426-4169,55.74,3639.69
012-2426-4170,0,0
012-2426-4171,5719.4,4380.25
012-2426-4172,0,0
012-2426-4173,5274.62,7522.95
012-2426-4174,6528.54,7457.42
012-2426-4175,8395.71,9906.17
012-2426-4176,5601.99,9199.31
012-2426-4177,3339.12,4811.22
012-2426-4178,11231.44,7499.29
012-2426-4179,7068.5,9195.41
012-2426-4180,3890.46,6160.45
012-2426-4181,8054.05,10719.72
012-2426-4182,10081.64,9735.57
012-2426-4183,2725.77,5244.76
012-2426-4184,7025.12,9479.79
012-2426-4185,12000.35,8434.44
012-2426-4186,6842.75,10519.76
012-2426-4187,10332.8,9643.82
012-2426-4188,10761.77,12438.18
012-2426-4189,13950.19,13040
012-2426-4190,10574.73,7633.53
012-2426-4191,636.86,102.53
012-2426-4192,16295.25,16702.03
012-2426-4193,2592.22,4003.01
012-2426-4194,11871.91,12812.73
012-2426-4195,7513.21,7254.47
012-2426-4196,0,0
012-2426-4197,8069.76,12759.47
012-2426-4198,6512.6,6859.42
012-2426-4199,4469.19,9610.59
012-2426-4200,15639.3,12814.58
012-2426-4201,4186.3,3193.25
012-2426-4202,5914.6,7039.02
012-2426-4203,9551.55,7950.67
012-2426-4204,6525.32,6158.22
012-2426-4205,2235.54,2466.68
012-2426-4206,6055.25,7371.71
012-2426-4207,4458.8,7871.05
012-2426-4208,6420.23,7328.04
012-2426-4209,10823.69,6721.34
012-2426-4210,2320.72,4564.8
012-2426-4211,0,0
012-2426-4212,12282.79,12364.43
012-2426-4213,3615.15,4319.12
012-2426-4214,10286.05,9533.34
012-2426-4215,4588.55,7444.96
012-2426-4216,11761.28,8897.55
012-2426-4217,6165.29,10870.45
012-2426-4218,13956.71,15656.94
012-2426-4219,8842.25,6939.43
012-2426-4220,19365.49,17743.83
012-2426-4221,7727.26,7996.68
012-2426-4223,13502.38,7834.65
012-2426-4225,10067.78,12515.72
012-2426-4226,6402.27,14628.02
012-2426-4227,3779.85,6064.83
012-2426-4228,4370.76,8523.03
012-2426-4229,1393.51,7055.51
012-2426-4230,7982.23,6802.97
012-2426-4231,6869.91,12116.53
012-2426-4232,1476.23,4947.77
012-2426-4233,3337.07,8423.53
012-2426-4234,12292.88,11188.88
012-2426-4235,12760.01,14613.02
012-2426-4236,9605.62,9731.9
012-2426-4237,11501.88,13118.54
012-2426-4238,2746.61,3356.32
012-2426-4239,5980.94,9143.09
012-2426-4240,1605.9,4267.95
012-2426-4241,1806.8,1423.46
012-2426-4243,8529.72,7908.27
012-2426-4244,10184.86,12197.43
012-2426-4245,9476.98,10127.98
012-2426-4246,5732.49,10143.92
012-2426-4247,11476.19,9292.13
012-2426-4248,2695.6,5777.91
012-2426-4249,2832.34,6157.79
012-2426-4250,7946.54,10579.84
012-2426-4251,2909.43,4331.94
012-2426-4252,3217.86,4967.69
012-2426-4253,5773.41,6476.84
012-2426-4254,8074.48,9558.65
012-2426-4255,4959.97,8333.84
012-2426-4256,30085.89,24794.7
012-2426-4257,7674.52,9546.18
012-2426-4258,0,0
012-2426-4259,3023.94,4097.47
012-2426-4260,4805.4,7955.74
012-2426-4261,3665.18,3440.11
012-2426-4262,13300.68,9872.08
012-2426-4263,11821.49,6869.31
012-2426-4264,4107.6,4352.99
012-2426-4265,7516.32,9356.46
012-2426-4266,9063.25,9897.67
012-2426-4267,0,0
012-2426-4268,7073.34,8462.35
012-2426-4269,12462.18,11319.91
012-2426-4270,7039.39,3596.52
012-2426-4271,7171.65,10013.13
012-2426-4272,14729.95,18917.55
012-2426-4273,6375.97,6083.27
012-2426-4274,3657.35,20475.82
012-2426-4275,6089.99,1445.27
012-2426-4276,9811.37,10382.68
012-2426-4277,3076.85,4856.18
012-2426-4278,8371.08,8351.79
012-2426-4279,9382.52,8281.12
012-2426-4280,13990.43,11956.43
012-2426-4281,7976.07,10545.42
012-2426-4282,12312.74,13988.35
012-2426-4283,6273.56,11356.4
012-2426-4284,9131.72,8256.12
012-2426-4285,2986.45,7112.39
012-2426-4286,4650.14,8672.01
012-2426-4287,10103.35,10692.39
012-2426-4288,5294.2,5304.32
012-2426-4289,8374.88,14184.36
012-2426-4290,7961.71,5882.77
012-2426-4291,4525.24,7222.18
012-2426-4292,8033.83,6638.13
012-2426-4293,22909.47,21057.33
012-2426-4294,8764.09,6859.43
012-2426-4295,10915.43,16063.71
012-2426-4296,22233.42,5463.73
012-2426-4297,17181.57,15948.86
012-2426-4298,10810.34,10676.46
012-2426-4299,10276.4,7944.4
012-2426-4300,1731.78,7163.62
012-2426-4301,10580.77,9877.62
012-2426-4302,894.52,3464.92
012-2426-4303,10704.03,11694.77
012-2426-4304,12101.87,5039.01
012-2426-4305,3739.42,8050.69
012-2426-4306,8921.39,8394.91
012-2426-4307,8589.1,9919.29
012-2426-4308,945.25,3332.94
012-2426-4309,9998.81,13040.8
012-2426-4310,11861.86,12210.07
012-2426-4311,10714.4,9751.13
012-2426-4312,5215.48,5896.38
012-2426-4313,4794.33,8749.51
012-2426-4314,9434.59,10738.16
012-2426-4315,1928.35,2228.9
012-2426-4316,0,13045.35
012-2426-4317,23643.52,11365.26
012-2426-4318,8094.9,10663.32
012-2426-4319,15970.42,20950.27
012-2426-4320,26948.03,24550.17
012-2426-4322,11070.17,13043.93
012-2426-4323,0,0
012-2426-4324,6338.53,9465.43
012-2426-4325,8034.74,8692.02
012-2426-4326,1547.98,6941.76
012-2426-4327,3531.69,10756.9
012-2426-4328,10492.05,8917.45
012-2426-4329,4888.45,6617.87
012-2426-4330,5065.05,6566.63
012-2426-4331,7161.53,7737.55
012-2426-4332,13213.19,9278.9
012-2426-4335,9399.53,5746.43
012-2426-4336,6768.51,14897.43
012-2426-4337,10874.24,9010.95
012-2426-4338,1616.29,6285.47
012-2426-4339,7942.49,10399.42
012-2426-4340,2159.71,1076.23
012-2426-4341,5022.07,9482.31
012-2426-4342,4092.99,14152.05
012-2426-4344,6418.46,7923.4
012-2426-4345,0,15.12
012-2426-4346,7769.82,10159.39
012-2426-4347,42020.97,22452.55
012-2426-4348,6283.47,9972.51
012-2426-4349,7235.18,9791.41
012-2426-4350,12007.95,10149.17
012-2426-4351,3930.36,3710.5
012-2426-4352,6750.35,8537.04
012-2426-4353,7646.96,11821.41
012-2426-4354,5229,10158.87
012-2426-4355,4350.77,5214.45
012-2426-4356,10878.48,10859.27
012-2426-4357,6613.89,4538.79
012-2426-4358,7632.41,7483.2
012-2426-4359,6287.11,7877.33
012-2426-4360,2876.87,4542.1
012-2426-4361,3278.81,9563.1
012-2426-4362,7913.53,6779.86
012-2426-4363,9175.52,9865.01
012-2426-4364,12961.34,9538.98
012-2426-4365,8385.31,12078.74
012-2426-4366,9970.74,11702.01
012-2426-4367,10293.82,8120.57
012-2426-4368,7824.02,7621.34
012-2426-4369,9756.71,10345.19
012-2426-4370,5090.89,5219.87
012-2426-4371,5117.15,5380.93
012-2426-4372,10350.5,8454.72
012-2426-4373,7178.38,8058.49
012-2426-4374,9968.58,8231.37
012-2426-4375,6982.99,9677.64
012-2426-4376,11942.07,10128.36
012-2426-4377,9809.47,10703.62
012-2426-4378,10949.82,12215.43
012-2426-4379,0,0
012-2426-4380,0,0
012-2426-4381,5804.94,5263.58
012-2426-4382,6863.03,6017.91
012-2426-4383,11010.83,5632.88
012-2426-4384,5939.57,7891.09
012-2426-4385,6246.56,10312.51
012-2426-4386,7888.12,6578.61
012-2426-4387,8308.04,15178.12
012-2426-4388,1301.03,2869.67
012-2426-4389,9676.74,8416.25
012-2426-4390,7242.65,5310.58
012-2426-4391,9583.76,10382.42
012-2426-4392,5856.9,8263.62
012-2426-4393,6900.5,6332.49
012-2426-4394,0,7282.24
012-2426-4395,8918.37,10816.05
012-2426-4396,5075.1,2170.82
012-2426-4397,7942.41,4733.75
012-2426-4398,8557.21,8013.76
012-2426-4399,7890.22,6899.36
012-2426-4401,4398.26,5863.68
012-2426-4402,5932.1,7117.97
012-2426-4403,6400.67,7264.25
012-2426-4404,10453.83,9864.98
012-2426-4405,8325.19,5641.94
012-2426-4406,6737.16,4521.25
012-2426-4407,8716.92,8309.39
012-2426-4408,11354.56,8695.93
012-2426-4409,14086.89,13148.24
012-2426-4410,14413.63,10020.56
012-2426-4412,6899.87,6969.2
012-2426-4413,7432.31,4738.72
012-2426-4414,8379.27,8981.8
012-2426-4415,4469.7,8131.08
012-2426-4416,10331.1,6913.3
012-2426-4417,11112.56,5772.11
012-2426-4418,5583.17,9183.34
012-2426-4419,7890.88,10440.48
012-2426-4420,13302.78,15516.65
012-2426-4421,9124.7,6301.11
012-2426-4423,9789.17,14487.01
012-2426-4424,5428.19,8339.32
