phone,usage
012-2426-4140,6959.54
012-2426-4142,7824.13
012-2426-4143,5907.9
012-2426-4144,3205.51
012-2426-4145,8342.8
012-2426-4146,3005.82
012-2426-4147,10304.47
012-2426-4148,4085.13
012-2426-4149,8528.38
012-2426-4150,10850.89
012-2426-4151,5044.79
012-2426-4152,2302.31
012-2426-4153,5385.54
012-2426-4154,9496.58
012-2426-4155,9003.73
012-2426-4156,5823.58
012-2426-4157,4641.23
012-2426-4158,6068.66
012-2426-4159,9496.83
012-2426-4160,7568.88
012-2426-4161,6331.92
012-2426-4162,25351.29
012-2426-4163,0
012-2426-4164,1075.1
012-2426-4165,13693.28
012-2426-4166,9041.27
012-2426-4167,8129.22
012-2426-4168,4533.28
012-2426-4169,55.74
012-2426-4170,0
012-2426-4171,5719.4
012-2426-4172,0
012-2426-4173,5274.62
012-2426-4174,6528.54
012-2426-4175,8395.71
012-2426-4176,5601.99
012-2426-4177,3339.12
012-2426-4178,11231.44
012-2426-4179,7068.5
012-2426-4180,3890.46
012-2426-4181,8054.05
012-2426-4182,10081.64
012-2426-4183,2725.77
012-2426-4184,7025.12
012-2426-4185,12000.35
012-2426-4186,6842.75
012-2426-4187,10332.8
012-2426-4188,10761.77
012-2426-4189,13950.19
012-2426-4190,10574.73
012-2426-4191,636.86
012-2426-4192,16295.25
012-2426-4193,2592.22
012-2426-4194,11871.91
012-2426-4195,7513.21
012-2426-4196,0
012-2426-4197,8069.76
012-2426-4198,6512.6
012-2426-4199,4469.19
012-2426-4200,15639.3
012-2426-4201,4186.3
012-2426-4202,5914.6
012-2426-4203,9551.55
012-2426-4204,6525.32
012-2426-4205,2235.54
012-2426-4206,6055.25
012-2426-4207,4458.8
012-2426-4208,6420.23
012-2426-4209,10823.69
012-2426-4210,2320.72
012-2426-4211,0
012-2426-4212,12282.79
012-2426-4213,3615.15
012-2426-4214,10286.05
012-2426-4215,4588.55
012-2426-4216,11761.28
012-2426-4217,6165.29
012-2426-4218,13956.71
012-2426-4219,8842.25
012-2426-4220,19365.49
012-2426-4221,7727.26
012-2426-4223,13502.38
012-2426-4225,10067.78
012-2426-4226,6402.27
012-2426-4227,3779.85
012-2426-4228,4370.76
012-2426-4229,1393.51
012-2426-4230,7982.23
012-2426-4231,6869.91
012-2426-4232,1476.23
012-2426-4233,3337.07
012-2426-4234,12292.88
012-2426-4235,12760.01
012-2426-4236,9605.62
012-2426-4237,11501.88
012-2426-4238,2746.61
012-2426-4239,5980.94
012-2426-4240,1605.9
012-2426-4241,1806.8
012-2426-4243,8529.72
012-2426-4244,10184.86
012-2426-4245,9476.98
012-2426-4246,5732.49
012-2426-4247,11476.19
012-2426-4248,2695.6
012-2426-4249,2832.34
012-2426-4250,7946.54
012-2426-4251,2909.43
012-2426-4252,3217.86
012-2426-4253,5773.41
012-2426-4254,8074.48
012-2426-4255,4959.97
012-2426-4256,30085.89
012-2426-4257,7674.52
012-2426-4258,0
012-2426-4259,3023.94
012-2426-4260,4805.4
012-2426-4261,3665.18
012-2426-4262,13300.68
012-2426-4263,11821.49
012-2426-4264,4107.6
012-2426-4265,7516.32
012-2426-4266,9063.25
012-2426-4267,0
012-2426-4268,7073.34
012-2426-4269,12462.18
012-2426-4270,7039.39
012-2426-4271,7171.65
012-2426-4272,14729.95
012-2426-4273,6375.97
012-2426-4274,3657.35
012-2426-4275,6089.99
012-2426-4276,9811.37
012-2426-4277,3076.85
012-2426-4278,8371.08
012-2426-4279,9382.52
012-2426-4280,13990.43
012-2426-4281,7976.07
012-2426-4282,12312.74
012-2426-4283,6273.56
012-2426-4284,9131.72
012-2426-4285,2986.45
012-2426-4286,4650.14
012-2426-4287,10103.35
012-2426-4288,5294.2
012-2426-4289,8374.88
012-2426-4290,7961.71
012-2426-4291,4525.24
012-2426-4292,8033.83
012-2426-4293,22909.47
012-2426-4294,8764.09
012-2426-4295,10915.43
012-2426-4296,22233.42
012-2426-4297,17181.57
012-2426-4298,10810.34
012-2426-4299,10276.4
012-2426-4300,1731.78
012-2426-4301,10580.77
012-2426-4302,894.52
012-2426-4303,10704.03
012-2426-4304,12101.87
012-2426-4305,3739.42
012-2426-4306,8921.39
012-2426-4307,8589.1
012-2426-4308,945.25
012-2426-4309,9998.81
012-2426-4310,11861.86
012-2426-4311,10714.4
012-2426-4312,5215.48
012-2426-4313,4794.33
012-2426-4314,9434.59
012-2426-4315,1928.35
012-2426-4316,0
012-2426-4317,23643.52
012-2426-4318,8094.9
012-2426-4319,15970.42
012-2426-4320,26948.03
012-2426-4322,11070.17
012-2426-4323,0
012-2426-4324,6338.53
012-2426-4325,8034.74
012-2426-4326,1547.98
012-2426-4327,3531.69
012-2426-4328,10492.05
012-2426-4329,4888.45
012-2426-4330,5065.05
012-2426-4331,7161.53
012-2426-4332,13213.19
012-2426-4335,9399.53
012-2426-4336,6768.51
012-2426-4337,10874.24
012-2426-4338,1616.29
012-2426-4339,7942.49
012-2426-4340,2159.71
012-2426-4341,5022.07
012-2426-4342,4092.99
012-2426-4344,6418.46
012-2426-4345,0
012-2426-4346,7769.82
012-2426-4347,42020.97
012-2426-4348,6283.47
012-2426-4349,7235.18
012-2426-4350,12007.95
012-2426-4351,3930.36
012-2426-4352,6750.35
012-2426-4353,7646.96
012-2426-4354,5229
012-2426-4355,4350.77
012-2426-4356,10878.48
012-2426-4357,6613.89
012-2426-4358,7632.41
012-2426-4359,6287.11
012-2426-4360,2876.87
012-2426-4361,3278.81
012-2426-4362,7913.53
012-2426-4363,9175.52
012-2426-4364,12961.34
012-2426-4365,8385.31
012-2426-4366,9970.74
012-2426-4367,10293.82
012-2426-4368,7824.02
012-2426-4369,9756.71
012-2426-4370,5090.89
012-2426-4371,5117.15
012-2426-4372,10350.5
012-2426-4373,7178.38
012-2426-4374,9968.58
012-2426-4375,6982.99
012-2426-4376,11942.07
012-2426-4377,9809.47
012-2426-4378,10949.82
012-2426-4379,0
012-2426-4380,0
012-2426-4381,5804.94
012-2426-4382,6863.03
012-2426-4383,11010.83
012-2426-4384,5939.57
012-2426-4385,6246.56
012-2426-4386,7888.12
012-2426-4387,8308.04
012-2426-4388,1301.03
012-2426-4389,9676.74
012-2426-4390,7242.65
012-2426-4391,9583.76
012-2426-4392,5856.9
012-2426-4393,6900.5
012-2426-4394,0
012-2426-4395,8918.37
012-2426-4396,5075.1
012-2426-4397,7942.41
012-2426-4398,8557.21
012-2426-4399,7890.22
012-2426-4401,4398.26
012-2426-4402,5932.1
012-2426-4403,6400.67
012-2426-4404,10453.83
012-2426-4405,8325.19
012-2426-4406,6737.16
012-2426-4407,8716.92
012-2426-4408,11354.56
012-2426-4409,14086.89
012-2426-4410,14413.63
012-2426-4412,6899.87
012-2426-4413,7432.31
012-2426-4414,8379.27
012-2426-4415,4469.7
012-2426-4416,10331.1
012-2426-4417,11112.56
012-2426-4418,5583.17
012-2426-4419,7890.88
012-2426-4420,13302.78
012-2426-4421,9124.7
012-2426-4423,9789.17
012-2426-4424,5428.19
012-2426-4425,10875.94
012-2426-4426,9688.54
012-2426-4427,4444.21
012-2426-4428,7729.08
012-2426-4429,7869.18
012-2426-4430,6882.11
012-2426-4431,3684.62
012-2426-4432,6099.02
012-2426-4434,20978.84
012-2426-4435,5022.48
012-2426-4436,6788.67
012-2426-4437,7502.96
012-2426-4438,8540.15
012-2426-4439,10593.57
012-2426-4450,7836.81
012-2426-4451,9840.45
012-2426-4452,6673.34
012-2426-4453,4450.41
012-2426-4454,6365.88
012-2426-4456,2964.81
012-2426-4457,5810.67
012-2426-4458,10610.03
012-2426-4459,11133.02
012-2426-4460,12686
012-2426-4461,5414.51
012-2426-4462,4129.26
012-2426-4463,11124.84
012-2426-4464,2404.7
012-2426-4465,7686.42
012-2426-4467,9006.06
012-2426-4468,9919.92
012-2426-4469,11165.66
012-2426-4470,10620.08
012-2426-4471,12901.87
012-2426-4472,10728.89
012-2426-4473,13704.37
012-2426-4474,11081.48
012-2426-4475,0
012-2426-4476,10705.75
012-2426-4478,8842.1
012-2426-4479,10039.63
012-2426-4480,9168.84
012-2426-4481,13896.12
012-2426-4482,6311.25
012-2426-4483,10401.3
012-2426-4484,10347.28
012-2426-4485,509.05
012-2426-4486,6612.17
012-2426-4487,15494.67
012-2426-4489,8909.07
012-2426-4490,7298.47
012-2426-4491,9241.14
012-2426-4492,7073.96
012-2426-4493,10488.36
012-2426-4494,1439.93
012-2426-4495,10118.77
012-2426-4496,7229.6
012-2426-4497,7331.64
012-2426-4498,9413.33
012-2426-4500,6026.9
012-2426-4501,0
012-2426-4502,4633.42
012-2426-4503,10793.74
012-2426-4504,10535.38
012-2426-4505,4782.35
012-2426-4506,2938.31
012-2426-4507,5026.7
012-2426-4508,7273.81
012-2426-4509,6077.43
012-2426-4510,7033
012-2426-4511,8422.41
012-2426-4512,4709.98
012-2426-4513,8579.83
012-2426-4514,172.6
012-2426-4515,0
012-2426-4516,301.14
012-2426-4517,0
012-2426-4518,203.49
012-2426-4519,540.98
012-2426-4520,519.8
012-2426-4521,1991.53
012-2426-4522,23.56
012-2426-4523,652.47
012-2426-4524,127.78
012-2426-4525,404.42
012-2426-4526,0
012-2426-4527,7.36
012-2426-4528,60.48
012-2426-4529,1059.21
012-2426-4530,401.18
012-2426-4531,2808.31
012-2426-4532,3.32
012-2426-4533,68.34
012-2426-4534,1452.9
012-2426-4535,59.92
012-2426-4536,70.2
012-2426-4537,266.87
012-2426-4538,296.51
012-2426-4539,0
012-2426-4540,294.95
012-2426-4541,742.96
012-2426-4542,421.45
012-2426-4543,890.89
012-2426-4544,6.22
012-2426-4546,890.95
012-2426-4547,33.85
012-2426-4548,0
012-2426-4549,52.41
012-2426-4550,33.31
012-2426-4551,678.79
012-2426-4552,374.13
012-2426-4553,0.51
012-2426-4556,1.25
012-2426-4557,1781.36
012-2426-4558,58.57
012-2426-4559,357.88
012-2426-4560,0
012-2426-4561,347.31
012-2426-4562,2063.57
012-2426-4563,290.54
012-2426-4564,6084.77
012-2426-4565,7777.89
012-2426-4566,3898.36
012-2426-4568,12878.59
012-2426-4569,7418.93
012-2426-4570,3915.69
012-2426-4571,7246.71
012-2426-4572,3437.79
012-2426-4573,19305.29
012-2426-4574,9287.2
012-2426-4575,10196.26
012-2426-4576,5053.04
012-2426-4577,7931.61
012-2426-4578,12864.54
012-2426-4579,8168.57
012-2426-4580,13662.19
012-2426-4581,5821.73
012-2426-4582,1147.33
012-2426-4583,8519.02
012-2426-4584,5769.76
012-2426-4585,5376.96
012-2426-4586,8723.69
012-2426-4587,0
012-2426-4588,0
012-2426-4589,6918.61
012-2426-4590,9969.9
012-2426-4591,10277.3
012-2426-4592,11245.23
012-2426-4593,11763.93
012-2426-4594,7667.61
012-2426-4595,10750.82
012-2426-4596,7014.21
012-2426-4597,6691.74
012-2426-4598,16048.66
012-2426-4599,14597.84
012-2426-4600,13886.04
012-2426-4601,16728.37
012-2426-4602,14460.06
012-2426-4603,9668.81
012-2426-4604,5636.43
012-2426-4605,9908.13
012-2426-4606,9854.23
012-2426-4607,10083.65
012-2426-4608,14325.23
012-2426-4609,15719.15
012-2426-4610,13348.7
012-2426-4611,9542.35
012-2426-4612,8738.75
012-2426-4613,8498.78
012-2426-4614,0
012-2426-4615,7952.11
012-2426-4616,775.31
012-2426-4617,656.28
012-2426-4618,8887.59
012-2426-4619,11942.65
012-2426-4620,9636.28
012-2426-4621,7925.13
012-2426-4622,9898.4
012-2426-4623,10816.72
012-2426-4624,7540.57
012-2426-4625,8645.76
012-2426-4626,8904.59
012-2426-4627,10735.04
012-2426-4628,8589.4
012-2426-4629,10258.15
012-2426-4630,10383.94
012-2426-4631,8639.32
012-2426-4632,16744.07
012-2426-4633,2686.03
012-2426-4634,8950.99
012-2426-4635,7169.84
012-2426-4636,5529.49
012-2426-4637,2584.45
012-2426-4638,9570.31
012-2426-4639,8079.41
012-2426-4640,2404.69
012-2426-4641,0
012-2426-4642,10503.94
012-2426-4643,8898.57
012-2426-4644,6849.06
012-2426-4645,7011.12
012-2426-4647,8180.72
012-2426-4648,10276.45
012-2426-4649,13933.19
012-2426-4650,7237.58
012-2426-4651,9579.47
012-2426-4652,10142.13
012-2426-4653,5778.2
012-2426-4654,2598.73
012-2426-4655,12964.2
012-2426-4656,12741.31
012-2426-4657,0
012-2426-4658,9702.69
012-2426-4659,8677.18
012-2426-4660,6143.94
012-2426-4661,13475.61
012-2426-4662,63.84
012-2426-4663,293.22
012-2426-4665,2243.14
012-2426-4667,8344.44
012-2426-4668,8062.22
012-2426-4669,8999.24
012-2426-4670,3211.49
012-2426-4671,7726.7
012-2426-4672,4595.94
012-2426-4673,16007.52
012-2426-4674,8821.08
012-2426-4675,10629.26
012-2426-4676,10105.62
012-2426-4677,6753.94
012-2426-4678,11531.52
012-2426-4679,8404.88
012-2426-4680,11076.25
012-2426-4681,7602.43
012-2426-4682,10459.24
012-2426-4683,7904.27
012-2426-4684,10850.95
012-2426-4685,9537.65
012-2426-4686,7788.32
012-2426-4687,10192.17
012-2426-4688,9043.83
012-2426-4689,6672.81
012-2426-4690,4049.75
012-2426-4691,11790.4
012-2426-4692,11949.13
012-2426-4693,10487.78
012-2426-4694,5034.5
012-2426-4695,12078.37
012-2426-4696,5944.59
012-2426-4697,8320.41
012-2426-4698,11168.97
012-2426-4699,5196.95
012-2426-4700,8357.68
012-2426-4701,7388.88
012-2426-4702,6140.5
012-2426-4703,12770.18
012-2426-4704,8381.2
012-2426-4705,8176.39
012-2426-4706,0
012-2426-4707,14633.18
012-2426-4708,11712.92
012-2426-4709,13844.81
012-2426-4710,9379.74
012-2426-4711,6378.91
012-2426-4712,5731.17
012-2426-4713,7522.19
012-2426-4714,7072.02
012-2426-4715,1026.93
012-2426-4716,3357.45
012-2426-4717,8185.03
012-2426-4718,8538.8
012-2426-4719,8301.37
012-2426-4720,754.96
012-2426-4721,10188.47
012-2426-4722,9025.41
012-2426-4723,12948.85
012-2426-4724,4967.52
012-2426-4725,4644.85
012-2426-4726,7138.7
012-2426-4727,9295.53
012-2426-4728,9823.68
012-2426-4729,0
012-2426-4730,4458.4
012-2426-4731,3436.97
012-2426-4732,8704.66
012-2426-4733,3669.44
012-2426-4734,5071.23
012-2426-4735,3701.2
012-2426-4736,6358.79
012-2426-4737,6882.04
012-2426-4738,9265.29
012-2426-4739,5926.92
012-2426-4740,2248.78
012-2426-4741,16615.41
012-2426-4742,8379.13
012-2426-4743,9238.4
012-2426-4744,4400.28
012-2426-4745,8425
012-2426-4746,13629.18
012-2426-4748,8532.3
012-2426-4749,2549.19
012-2426-4750,11076.6
012-2426-4751,10069.94
012-2426-4752,7278.41
012-2426-4753,7905.84
012-2426-4754,2736.33
012-2426-4755,9392.85
012-2426-4756,3818.93
012-2426-4757,18102.39
012-2426-4758,1084.01
012-2426-4759,4126.81
012-2426-4760,17400.53
012-2426-4761,7336.76
012-2426-4762,2374.41
012-2426-4763,7888.28
012-2426-4764,439.24
012-2426-4765,10534.55
012-2426-4766,8644.77
012-2426-4767,8541.35
012-2426-4768,4013.91
012-2426-4769,10735.84
012-2426-4770,11983.98
012-2426-4771,21658.46
012-2426-4772,5861.66
012-2426-4773,11586.33
012-2426-4775,11855.73
012-2426-4776,16189.89
012-2426-4778,5746.31
012-2426-4779,16149.68
012-2426-4780,424.29
012-2426-4781,14678.73
012-2426-4782,11867
012-2426-4783,1859.62
012-2426-4784,6490.25
012-2426-4785,15507.38
012-2426-4786,12658.54
012-2426-4787,8289.4
012-2426-4788,12138.89
012-2426-4789,7705.97
012-2426-4790,8015.91
012-2426-4791,12471.31
012-2426-4792,8269.2
012-2426-4793,8386.07
012-2426-4794,12009.51
012-2426-4795,8932.85
012-2426-4796,11581.85
012-2426-4797,7958.07
012-2426-4798,7295.29
012-2426-4799,4670.57
012-2426-4800,8964.58
012-2426-4801,4905.32
012-2426-4802,11951.33
012-2426-4803,8481.58
012-2426-4804,11451.28
012-2426-4805,9167.21
012-2426-4806,10462.11
012-2426-4807,11125.24
012-2426-4808,0
012-2426-4809,3941.52
012-2426-4810,9895.13
012-2426-4811,10111.73
012-2426-4812,12095.62
012-2426-4813,12752.33
012-2426-4814,13669.31
012-2426-4815,8292.81
012-2426-4816,8513.82
012-2426-4817,10843.94
012-2426-4818,10390.53
012-2426-4819,13869.08
012-2426-4820,4164.18
012-2426-4821,15182.99
012-2426-4822,4942.8
012-2426-4823,7792.45
012-2426-4824,10795.9
012-2426-4825,275.54
012-2426-4826,6952.82
012-2426-4827,1789.07
012-2426-4828,9209.72
012-2426-4829,16537.31
012-2426-4830,775.44
012-2426-4831,2014.28
012-2426-4832,22700.55
012-2426-4833,7204.41
012-2426-4834,7861.47
012-2426-4835,0.76
012-2426-4836,10435.81
012-2426-4837,9483.87
012-2426-4838,12548.01
012-2426-4839,6741.09
012-2426-4840,2982.15
012-2426-4841,9068.78
012-2426-4842,6100.26
012-2426-4843,11110.94
012-2426-4844,9305.67
012-2426-4845,2003.64
012-2426-4846,7152.43
012-2426-4847,5958.53
012-2426-4849,5379.09
012-2426-4850,14359.47
012-2426-4851,6600.59
012-2426-4852,5717.68
012-2426-4853,8735.97
012-2426-4854,7746.22
012-2426-4855,10576.94
012-2426-4856,2992.29
012-2426-4857,10140.83
012-2426-4858,9016.53
012-2426-4859,13088.71
012-2426-4860,14091.12
012-2426-4861,6977.39
012-2426-4862,9969.74
012-2426-4863,8625.75
012-2426-4864,8736.2
012-2426-4865,3987.01
012-2426-4866,9590.07
012-2426-4867,6706.41
012-2426-4868,11675.34
012-2426-4869,0
012-2426-4870,8579.6
012-2426-4871,8887.63
012-2426-4872,10082.52
012-2426-4873,0
012-2426-4874,9218.35
012-2426-4875,0
012-2426-4876,7869.87
012-2426-4877,8123.41
012-2426-4878,2577.56
012-2426-4879,11567.76
012-2426-4880,2670.1
012-2426-4881,2069.87
012-2426-4882,7273.85
012-2426-4883,3339.65
012-2426-4885,2148.28
012-2426-4886,4972.09
012-2426-4887,0
012-2426-4889,22217.81
012-2426-4890,9140.31
012-2426-4891,1379.29
012-2426-4892,6445.17
012-2426-4893,2241.95
012-2426-4894,17642.38
012-2426-4895,7756.15
012-2426-4896,5817.65
012-2426-4897,3420.04
012-2426-4898,8333.57
012-2426-4899,0
012-2426-4900,53259.58
012-2426-4901,4109.88
012-2426-4902,5855.25
012-2426-4903,4885.32
012-2426-4904,646.76
012-2426-4905,4964.96
012-2426-4906,5647.99
012-2426-4907,2992.84
012-2426-4908,30.74
012-2426-4909,0
012-2426-4910,9762.41
012-2426-4911,3430.59
012-2426-4912,847.35
012-2426-4913,6024.79
012-2426-4914,0
012-2426-4915,4384.08
012-2426-4916,5231.88
012-2426-4917,4568.53
012-2426-4918,641.07
012-2426-4919,0
012-2426-4920,7967.22
012-2426-4921,8441.86
012-2426-4922,3795.22
012-2426-4923,5876.87
012-2426-4924,4357.27
012-2426-4925,10040.28
012-2426-4926,4882.33
012-2426-4927,5308.38
012-2426-4928,2776.7
012-2426-4929,8813.6
012-2426-4930,5637.44
012-2426-4931,5137
012-2426-4932,10052.67
012-2426-4933,4975.6
012-2426-4934,3790.36
012-2426-4935,4140.07
012-2426-4936,6865.8
012-2426-4937,5770.18
012-2426-4938,86.55
012-2426-4939,4407.31
012-2426-4940,3654.79
012-2426-4941,5286.76
012-2426-4942,8989.76
012-2426-4943,1741.63
012-2426-4944,5424.18
012-2426-4945,2192.49
012-2426-4946,9488.97
012-2426-4947,11193.23
012-2426-4948,4396.29
012-2426-4950,6108.98
012-2426-4951,9056.14
012-2426-4952,6574.22
012-2426-4953,4504.02
012-2426-4954,2185.3
012-2426-4955,5566.04
012-2426-4956,5894.92
012-2426-4957,8811.88
012-2426-4958,9485.52
012-2426-4959,3786.55
012-2426-4960,5559.48
012-2426-4961,5550.28
012-2426-4962,5230.57
012-2426-4963,2551.76
012-2426-4964,2007.37
012-2426-4965,1449.53
012-2426-4966,1486.02
012-2426-4967,2168.82
012-2426-4968,6475.16
012-2426-4969,3646.6
012-2426-4970,4176.63
012-2426-4971,4829.81
012-2426-4972,2816.97
012-2426-4973,9021.41
012-2426-4974,56.09
012-2426-4975,11051.79
012-2426-5001,14543.69
012-2426-5002,12892.53
012-2426-5003,14334.56
012-2426-5006,18566.21
012-2426-5007,9661.6
012-2426-5008,24084.1
012-2426-5009,20768.58
012-2426-5010,17850.21
012-2426-5011,13860.75
012-2426-5012,27560.79
012-2426-5013,7917.83
012-2426-5014,17244.13
012-2426-5015,22313.18
012-2426-5016,7274.57
012-2426-5017,11083.44
012-2426-5018,7523.87
012-2426-5019,45664.74
012-2426-5020,8755.27
012-2426-5021,25677.84
012-2426-5022,3942.72
012-2426-5023,8771.96
012-2426-5024,21597.14
012-2426-5025,7829.92
012-2426-5026,16649.99
012-2426-5027,0
012-2426-5028,15329.22
012-2426-5029,23868.68
012-2426-5030,0
012-2426-5031,20723.73
012-2426-5032,14993.88
012-2426-5033,0
012-2426-5034,4350.8
012-2426-5035,20528.28
012-2426-5036,8017.56
012-2426-5037,13231.64
012-2426-5038,19808.93
012-2426-5039,18457.49
012-2426-5040,28231.08
012-2426-5041,19214.02
012-2426-5042,16653.14
012-2426-5043,6880.52
012-2426-5044,18656.29
012-2426-5045,23809.24
012-2426-5046,34630.25
012-2426-5047,0
012-2426-5048,22337.44
012-2426-5049,4804.88
012-2426-5051,19366.34
012-2426-5052,15187.08
012-2426-5053,1695.83
012-2426-5054,15995.23
012-2426-5055,27642.38
012-2426-5056,0
012-2426-5057,26542.7
012-2426-5058,19743.76
012-2426-5059,2954.75
012-2426-5060,5432.94
012-2426-5061,24338.27
012-2426-5062,101.87
012-2426-5063,6538.63
012-2426-5064,18507.62
012-2426-5065,21223.54
012-2426-5066,21702.62
012-2426-5067,9527.25
012-2426-5068,9304.67
012-2426-5069,9006.18
012-2426-5070,9894.22
012-2426-5071,33017.26
012-2426-5072,761.61
012-2426-5073,14105.83
012-2426-5074,5547.77
012-2426-5075,9137.35
012-2426-5076,1481.04
012-2426-5077,24241.36
012-2426-5078,11691.45
012-2426-5079,22791.04
012-2426-5080,5579.25
012-2426-5081,21886.54
012-2426-5082,13715.27
012-2426-5083,9330.68
012-2426-5084,16596.31
012-2426-5085,6086.55
012-2426-5086,8488.7
012-2426-5087,27554.44
012-2426-5088,6124.52
012-2426-5089,8428.24
012-2426-5090,7481.93
012-2426-5091,6809.88
012-2426-5092,7916.68
012-2426-5093,3121.79
012-2426-5094,0
012-2426-5095,19314.89
012-2426-5096,11408.66
012-2426-5097,17308.62
012-2426-5098,28503.65
012-2426-5099,6025.75
012-2426-5100,7737.84
012-2426-5101,23731.77
012-2426-5102,0
012-2426-5103,11307
012-2426-5104,21454.44
012-2426-5105,7088.42
012-2426-5106,23562.85
012-2426-5107,12067.05
012-2426-5108,14041.69
012-2426-5109,38176.72
012-2426-5110,10501.19
012-2426-5112,8768.06
012-2426-5113,4695.47
012-2426-5114,20694.46
012-2426-5116,16120.74
012-2426-5117,24781.44
012-2426-5118,7540.14
012-2426-5119,17580.73
012-2426-5120,27174.87
012-2426-5121,14032.8
012-2426-5122,7768.4
012-2426-5123,16909.27
012-2426-5124,0
012-2426-5125,14754.34
012-2426-5126,10131
012-2426-5127,3679.29
012-2426-5128,8223.4
012-2426-5129,7538.83
012-2426-5130,8319.4
012-2426-5131,16724.38
012-2426-5132,12665.75
012-2426-5133,5312.47
012-2426-5134,16000.55
012-2426-5135,4745.66
012-2426-5136,5103.75
012-2426-5137,5897.64
012-2426-5138,16280.63
012-2426-5139,20765.73
012-2426-5140,3864.49
012-2426-5141,0
012-2426-5142,20808.4
012-2426-5143,14949.79
012-2426-5144,4665.27
012-2426-5145,18302.93
012-2426-5146,11788.62
012-2426-5147,23475.9
012-2426-5148,8027.74
012-2426-5149,7366.35
012-2426-5150,9258.95
012-2426-5152,24739.12
012-2426-5153,23125.93
012-2426-5154,4091.12
012-2426-5155,7770.13
012-2426-5156,7146.94
012-2426-5157,23761.34
012-2426-5158,12858.53
012-2426-5159,22193.59
012-2426-5160,7737.35
012-2426-5161,15114.79
012-2426-5162,18088.24
012-2426-5163,16285.72
012-2426-5164,31435.04
012-2426-5165,19510.51
012-2426-5166,16684.81
012-2426-5167,19919.56
012-2426-5168,8631.77
012-2426-5169,20387.57
012-2426-5170,16726.91
012-2426-5171,5505.08
012-2426-5172,3609.47
012-2426-5173,13474.63
012-2426-5174,0
012-2426-5175,7336.4
012-2426-5176,17154.13
012-2426-5177,25832.22
012-2426-5178,26384.78
012-2426-5179,886.21
012-2426-5180,31978.07
012-2426-5181,0
012-2426-5182,17857
012-2426-5183,10852.63
012-2426-5184,18819.59
012-2426-5185,9193.86
012-2426-5186,8058.7
012-2426-5187,21113.11
012-2426-5188,22670.94
012-2426-5189,17964.66
012-2426-5190,15241.43
012-2426-5191,5282.3
012-2426-5192,20419.34
012-2426-5193,20643.32
012-2426-5194,27621.81
012-2426-5195,11963.13
012-2426-5196,13337.27
012-2426-5197,23877.05
012-2426-5198,5940.06
012-2426-5199,9774.69
012-2426-5200,2547.11
012-2426-5201,7571.81
012-2426-5202,4848.46
012-2426-5203,16829.42
012-2426-5204,17761.53
012-2426-5205,6002.67
012-2426-5206,14178.01
012-2426-5207,6636.47
012-2426-5208,23653.86
012-2426-5209,18878.78
012-2426-5210,15640.32
012-2426-5211,15302.17
012-2426-5212,0
012-2426-5213,29537.56
012-2426-5214,22256.82
012-2426-5215,11731.02
012-2426-5216,16648.98
012-2426-5217,7264.93
012-2426-5218,18738.52
012-2426-5219,9548.63
012-2426-5220,21190.34
012-2426-5221,21808.79
012-2426-5223,10676.87
012-2426-5224,28397.73
012-2426-5226,29365.35
012-2426-5227,22686.81
012-2426-5228,7351.18
012-2426-5229,24304.51
012-2426-5230,18576.32
012-2426-5231,1863
012-2426-5232,25738.63
012-2426-5233,5529.13
012-2426-5234,1776.5
012-2426-5235,17799.21
012-2426-5236,0
012-2426-5237,14749.98
012-2426-5238,22142.13
012-2426-5239,9354.6
012-2426-5240,8047.51
012-2426-5241,7061.8
012-2426-5242,0
012-2426-5243,17300.33
012-2426-5244,16300.51
012-2426-5245,19948.09
012-2426-5246,7217.32
012-2426-5247,11401.05
012-2426-5248,1302.66
012-2426-5249,15160.06
012-2426-5250,9298.37
012-2426-5251,22216.46
012-2426-5253,7745.59
012-2426-5254,21199.16
012-2426-5255,23426.67
012-2426-5256,12945.24
012-2426-5257,11321.62
012-2426-5258,24497.85
012-2426-5259,38984.74
012-2426-5260,17734.04
012-2426-5261,13055.64
012-2426-5262,10083.61
012-2426-5263,7676.54
012-2426-5264,28967.97
012-2426-5265,15909.68
012-2426-5266,10302.3
012-2426-5267,15848.27
012-2426-5268,23372.04
012-2426-5269,18126.54
012-2426-5270,27777.65
012-2426-5271,7406.83
012-2426-5272,10102.98
012-2426-5273,20030.25
012-2426-5274,20142.2
012-2426-5275,13071.24
012-2426-5276,20136.75
012-2426-5277,0
012-2426-5278,7058.25
012-2426-5279,34193.21
012-2426-5280,11442.39
012-2426-5281,15317.04
012-2426-5282,852.16
012-2426-5283,7767.77
012-2426-5284,16058.64
012-2426-5285,29856.33
012-2426-5286,6368.45
012-2426-5287,7246.2
012-2426-5288,18499.54
012-2426-5289,11515.57
012-2426-5290,3997.05
012-2426-5291,5493.67
012-2426-5292,22092.12
012-2426-5293,0
012-2426-5294,3523.56
012-2426-5295,25406.27
012-2426-5296,8982.64
012-2426-5297,27930.93
012-2426-5298,21475.48
012-2426-5299,12085.28
012-2426-5300,0
012-2426-5301,6092.67
012-2426-5302,2038.2
012-2426-5303,20974.27
012-2426-5304,19815.94
012-2426-5305,19352.69
012-2426-5306,18412.14
012-2426-5307,7214.33
012-2426-5308,11203.02
012-2426-5309,10894.15
